Match ID,Date,Venue,Team1,Team2,Toss Winner,Toss Decision,Stage,First Innings Score,First Innings Wicket,Second Innings score,Second Innings Wicket,Match Winner,Won by,Margin,Player of the match
1,26-03-2022,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,131,5,133,4,Kolkata Knight Riders,Wickets,6,Umesh Yadav
2,27-03-2022,"Brabourne Stadium, Mumbai",Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Group,177,5,179,6,Delhi Capitals,Wickets,4,Kuldeep Yadav
3,27-03-2022,"DY Patil Stadium, Mumbai",Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Field,Group,205,2,208,5,Punjab Kings,Wickets,5,Odean Smith
4,28-03-2022,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Field,Group,158,6,161,5,Gujarat Titans,Wickets,5,Mohammed Shami
5,29-03-2022,"MCA International Stadium, Pune",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,210,6,149,7,Rajasthan Royals,Runs,61,Sanju Samson
6,30-03-2022,"DY Patil Stadium, Mumbai",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,128,10,132,7,Royal Challengers Bangalore,Wickets,3,Wanindu Hasaranga
7,31-03-2022,"Brabourne Stadium, Mumbai",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Field,Group,210,7,211,4,Lucknow Super Giants,Wickets,6,Evin Lewis
8,01-04-2022,"Wankhede Stadium, Mumbai",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,137,10,141,4,Kolkata Knight Riders,Wickets,6,Umesh Yadav
9,02-04-2022,"DY Patil Stadium, Mumbai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,193,8,170,8,Rajasthan Royals,Runs,23,Jos Buttler
10,02-04-2022,"MCA International Stadium, Pune",Gujarat Titans,Delhi Capitals,Delhi Capitals,Field,Group,171,6,157,9,Gujarat Titans,Runs,14,Lockie Ferguson
11,03-04-2022,"Brabourne Stadium, Mumbai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Group,180,8,126,10,Punjab Kings,Runs,54,Liam Livingstone
12,04-04-2022,"DY Patil Stadium, Mumbai",Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,169,7,157,9,Lucknow Super Giants,Runs,12,Avesh Khan
