Match ID,Date,Venue,Team1,Team2,Toss Winner,Toss Decision,Stage,First Innings Score,First Innings Wicket,Second Innings score,Second Innings Wicket,Match Winner,Won by,Margin,Player of the match
1,07-04-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,165,4,169,9,Chennai Super Kings,Wickets,1,Dwayne Bravo
2,08-04-2018,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Field,Group,166,7,167,4,Kings XI Punjab,Wickets,6,K. L. Rahul
3,08-04-2018,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,176,7,177,6,Kolkata Knight Riders,Wickets,4,Sunil Narine
4,09-04-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,125,9,127,1,Sunrisers Hyderabad,Wickets,9,Shikhar Dhawan
5,10-04-2018,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Group,202,6,205,5,Chennai Super Kings,Wickets,5,Sam Billings
6,11-04-2018,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,Field,Group,153,5,60,4,Rajasthan Royals,Runs,10,Sanju Samson
7,12-04-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,147,8,151,9,Sunrisers Hyderabad,Wickets,1,Rashid Khan
8,13-04-2018,"M. Chinnaswamy Stadium, Bangalore",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,155,10,159,6,Royal Challengers Bangalore,Wickets,4,Umesh Yadav
9,14-04-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,194,7,195,3,Delhi Daredevils,Wickets,7,Jason Roy
10,14-04-2018,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,138,8,139,5,Sunrisers Hyderabad,Wickets,5,Billy Stanlake
11,15-04-2018,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,217,4,198,6,Rajasthan Royals,Runs,19,Sanju Samson
12,15-04-2018,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Field,Group,197,7,193,5,Kings XI Punjab,Runs,4,Chris Gayle
13,16-04-2018,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,Field,Group,200,9,129,10,Kolkata Knight Riders,Runs,71,Nitish Rana
14,17-04-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,213,6,167,8,Mumbai Indians,Runs,46,Rohit Sharma
15,18-04-2018,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,160,8,163,3,Kolkata Knight Riders,Wickets,7,Nitish Rana
16,19-04-2018,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,Bat,Group,193,3,178,4,Kings XI Punjab,Runs,15,Chris Gayle
17,20-04-2018,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,204,5,140,10,Chennai Super Kings,Runs,64,Shane Watson
18,21-04-2018,"Eden Gardens, Kolkata",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,191,7,126,1,Kings XI Punjab,Wickets,9,K. L. Rahul
19,21-04-2018,"M. Chinnaswamy Stadium, Bangalore",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,174,5,176,4,Royal Challengers Bangalore,Wickets,6,AB de Villiers
20,22-04-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,182,3,178,6,Chennai Super Kings,Runs,4,Ambati Rayudu
21,22-04-2018,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,167,7,168,7,Rajasthan Royals,Wickets,3,Jofra Archer
22,23-04-2018,"Feroz Shah Kotla, Delhi",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,143,8,139,8,Kings XI Punjab,Runs,4,Ankit Rajpoot
23,24-04-2018,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Group,118,10,87,10,Sunrisers Hyderabad,Runs,31,Rashid Khan
24,25-04-2018,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,205,8,207,5,Chennai Super Kings,Wickets,5,Mahendra Singh Dhoni
25,26-04-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Field,Group,132,6,119,10,Sunrisers Hyderabad,Runs,13,Ankit Rajpoot
26,27-04-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,219,4,164,9,Delhi Daredevils,Runs,55,Shreyas Iyer
27,28-04-2018,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,169,5,170,2,Mumbai Indians,Wickets,8,Rohit Sharma
28,29-04-2018,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bat,Group,151,7,140,6,Sunrisers Hyderabad,Runs,11,Kane Williamson
29,29-04-2018,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,175,4,176,4,Kolkata Knight Riders,Wickets,6,Chris Lynn
30,30-04-2018,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,Field,Group,211,4,198,5,Chennai Super Kings,Runs,13,Shane Watson
31,01-05-2018,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,167,7,153,7,Royal Challengers Bangalore,Runs,14,Tim Southee
32,02-05-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,Field,Group,196,6,146,5,Delhi Daredevils,Runs,4,Rishabh Pant
33,03-05-2018,"Eden Gardens, Kolkata",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,177,5,180,4,Kolkata Knight Riders,Wickets,6,Sunil Narine
34,04-05-2018,"Holkar Cricket Stadium, Indore",Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,174,6,176,4,Mumbai Indians,Wickets,6,Suryakumar Yadav
